"","phylum","countgroup","taxon","reads_avg_seq","reads_total_n","perc_reads_human","n_contigs","largest_contig","total_length","GC_perc","N50","N75","L50","L75","busco_perc_C","busco_perc_S","busco_perc_D","busco_perc_F","busco_perc_M","mapped_bases","genome_size_est","co1_length","co1_Class","co1_Order","co1_Species"
"100","Arthropoda","Collembola","Tetrodontophora bielanensis",122.95,34034990,2.19,153034,39849,159168272,32.22,1081,735,41929,86870,3.7,3.7,0,13.1,83.2,NA,NA,682,"Collembola","Poduromorpha","Tetrodontophora bielanensis"
"101","Arthropoda","Collembola","Thalassaphorura encarpata",131.19,30567674,0.28,61373,144612,211630476,36.74,7117,2656,6700,19185,88.6,87.2,1.4,5.1,6.3,NA,NA,682,"Collembola","Poduromorpha","Thalassaphorura sp. YB-2013"
"102","Arthropoda","Collembola","Tomocerus minor",126.03,20028915,0.29,95944,71518,202725402,35.08,3692,1409,12130,35436,64.9,64.4,0.5,19.5,15.6,NA,NA,680,"Collembola","Entomobryomorpha","Tomocerus minor"
"103","Arthropoda","Collembola","Isotoma viridis",131.59,53195587,9.04,74833,65815,217712265,32.31,5775,2434,10017,24427,78,77,1,11,11,NA,NA,602,"Collembola","Entomobryomorpha","Entomobryomorpha sp. 1 SF-2017"
"104","Arthropoda","Collembola","Protaphorura tricampata",131.31,61391809,36.62,142174,32363,246139756,36.76,2377,1231,27563,63885,59.4,58.8,0.6,23.2,17.4,NA,NA,682,"Collembola","Poduromorpha","Protaphorura janosik"
"105","Arthropoda","Collembola","Ceratophysella denticulata",134.32,70421522,0.59,89135,91750,207418685,39.06,4354,1688,10411,30120,71.1,69.9,1.2,17.8,11.1,9105141195,505841177.5,682,"Collembola","Poduromorpha","Ceratophysella denticulata"
"106","Arthropoda","Collembola","Isotomiella minor",129.49,54694968,1.79,74315,208804,155004536,36.3,3360,1532,11136,28336,81.4,80.6,0.8,10,8.6,NA,NA,503,"Collembola","Entomobryomorpha","Folsomia fimetaria L1"
"107","Arthropoda","Collembola","Mesaphorura macrochaeta",111.78,15647695,40.67,1604,10461,1222518,47.12,710,576,551,1034,NA,NA,NA,NA,NA,NA,NA,481,"Collembola","Poduromorpha","Ceratophysella aff. denticulata L3"
"108","Arthropoda","Collembola","Parisotoma notabilis",131.55,44444279,1.09,124024,40847,180669585,34.05,1860,1007,25653,58969,47.1,44.4,2.7,32.1,20.8,NA,NA,682,"Collembola","Entomobryomorpha","Parisotoma aff. notabilis L0"
"109","Arthropoda","Collembola","Neelus murinus",115.5,11664868,49.86,568,3018,384606,53.74,636,556,224,386,0,0,0,0,100,NA,NA,237,"Chilopoda","Lithobiomorpha","uncultured eukaryote"
"110","Arthropoda","Collembola","Sminthurinus elegans",133.67,64707621,0.64,223680,103258,363340845,33.37,2216,1140,42801,100367,63.6,63.3,0.3,22.6,13.8,8396694258,699724521.5,686,"Collembola","Symphypleona","Sminthurinus elegans"
"111","Arthropoda","Collembola","Disparrhopalites patrizii",132.55,63014904,1.61,48504,224531,300342530,37.5,15657,6578,4915,12285,90.9,88.9,2,3.2,5.9,NA,NA,691,"Insecta","Lepidoptera","Mortoniella denticulata"
"112","Arthropoda","Collembola","Sminthurinus bimaculatus",130.76,50394111,1.01,130710,121534,351161845,33.6,7950,2391,10708,30591,85.5,83.7,1.8,6.4,8.1,6020227679,3010113840,682,"Collembola","Symphypleona","Sminthurinus bimaculatus"
"113","Arthropoda","Collembola","Folsomia fimetaria",146.34,96225899,0.17,72726,254779,157463041,36.22,3540,1523,9112,26429,77.9,77.1,0.8,11.1,11,13774106357,335953813.6,NA,NA,NA,NA
"114","Arthropoda","Collembola","Folsomia fimetaria",146.36,80046414,0.15,70497,238672,154536044,36.24,3645,1520,8015,24888,78.4,77.5,0.9,12.5,9.1,11319364499,332922485.3,NA,NA,NA,NA
"115","Arthropoda","Collembola","Deuterosminthurus bicinctus",147.77,83950245,0.33,64234,451171,214447873,40.74,8459,2682,4172,15855,74.4,72.7,1.7,14,11.6,11992374763,333121521.2,NA,NA,NA,NA
"116","Arthropoda","Collembola","Deuterosminthurus bicinctus f. flava",147.58,80168442,0.2,76456,320657,217941372,40.71,5979,2226,7733,22910,72.6,71,1.6,14.2,13.2,11528699607,411739271.7,NA,NA,NA,NA
"117","Arthropoda","Collembola","Sphaeridia pumilis",147,88378376,0.31,45596,205313,224082623,41.73,12710,4625,4280,11625,94.2,30.5,63.7,2.3,3.5,NA,NA,NA,NA,NA,NA
"118","Arthropoda","Collembola","Sminthurinus signatus",148.14,82693560,0.11,61151,196132,305379873,33.37,14780,4678,4738,14081,90,88.5,1.5,3.7,6.3,6091011505,380688219.1,686,"Collembola","Symphypleona","Sminthurinus elegans"
"119","Arthropoda","Collembola","Spatulosminthurus flaviceps",148.01,75173715,0.1,81301,321936,328229926,35.93,9674,3511,7046,21472,87.9,86.9,1,5.1,7,10823565360,373226391.7,678,"Collembola","Symphypleona","Bourletiella sp. BOLD:ACO4150"
"120","Arthropoda","Collembola","Bourletiella hortensis",148.22,69911841,0.12,109182,106713,230134105,39.39,3425,1538,16672,41987,81.5,79.4,2.1,8.4,10.1,9887699382,494384969.1,618,"Collembola","Symphypleona","Bourletiellidae sp. BIOUG13864-E11"
"121","Arthropoda","Collembola","Folsomia candida",147.67,72930301,0.07,21196,356159,200799618,37.42,24629,10576,2044,5180,94.7,93.7,1,2.4,2.9,10581041113,10581041113,682,"Collembola","Entomobryomorpha","Folsomia quadrioculata"
"122","Arthropoda","Collembola","Sminthurides aquaticus",147,79715446,0.12,10738,452997,150582592,40.26,74181,30275,554,1344,89.5,88.2,1.3,1.7,8.8,10309062725,5154531363,666,"Collembola","Entomobryomorpha","Homidia socia"
"123","Arthropoda","Collembola","Isotoma anglicana",146.99,69330671,0.33,144986,136347,236597628,33.17,2261,1128,26814,64308,69.5,68.5,1,17.3,13.2,9955811765,0,679,"Collembola","Entomobryomorpha","Isotoma anglicana"
"124","Arthropoda","Collembola","Orthonychiurus folsomi",145.71,65157490,0.28,47909,212635,146302907,39.37,6109,2591,5895,15149,85.7,85,0.7,6.6,7.7,7888878056,0,572,"Collembola","Poduromorpha","Protaphorura janosik"
"125","Arthropoda","Collembola","Arrhopalites principalis (grp)",145.03,66891682,0.9,14657,310405,178163809,33.48,35380,15237,1366,3290,92,90.3,1.7,2.6,5.4,8567308521,208958744.4,690,"Collembola","Symphypleona","Symphypleona sp. BOLD:ACB2244"
"126","Arthropoda","Collembola","Entomobrya Typ multifasciata",145.65,69442332,0.21,57924,152736,331944770,34.45,13876,5783,6142,15371,92.2,90.6,1.6,3.3,4.5,8981458811,528321106.5,556,"Collembola","Entomobryomorpha","Entomobrya multifasciata"
"127","Arthropoda","Collembola","Ceratophysella sigillata",146.43,66840241,0.19,121386,200883,207008106,38.49,2325,1103,17316,50467,69,67,2,17,14,9386438888,446973280.4,686,"Collembola","Poduromorpha","Hypogastruridae sp. BOLD:AAI2334"
"128","Arthropoda","Collembola","Ceratophysella scotica",147.2,72421176,0.1,147110,132607,271479524,38.36,2648,1286,24473,61966,64.6,62.9,1.7,19.8,15.6,10387074990,611004411.2,584,"Collembola","Entomobryomorpha","Lepidocyrtus lanuginosus"
"129","Arthropoda","Collembola","Orchesella cincta",146.28,99169309,0.07,186268,102181,402532989,36.52,3776,1499,23125,66983,53.1,30.2,22.9,27.7,19.2,14285301825,649331901.1,681,"Collembola","Entomobryomorpha","Coecobrya phanthuratensis"
"130","Arthropoda","Collembola","Pogonognathellus longicornis",147.36,89586484,0.03,59177,229075,324835233,34.16,13615,5414,5727,15282,90.1,88.3,1.8,4.3,5.6,12947156449,392338074.2,684,"Collembola","Entomobryomorpha","Pogonognathellus longicornis"
"131","Arthropoda","Collembola","Tomocerus mixtus",147.8,75215381,0.11,41872,296328,277624453,33.78,19794,8210,3769,9162,90,88.4,1.6,4.8,5.2,10756062579,336126955.6,686,"Collembola","Entomobryomorpha","Tomocerinae sp. CONAB774-10"
"132","Arthropoda","Collembola","Supraphorura furcifera",146.68,76757050,0.98,151006,21454,163887821,35.25,1194,795,43656,85914,16.5,16.3,0.2,36.7,46.8,8092281371,674356780.9,531,"Collembola","Poduromorpha","Folsomia quadrioculata"
"133","Arthropoda","Collembola","Isotomiella paraminor",145.54,69170920,0.33,90461,100623,152644611,40.55,2355,1160,15710,39224,57.7,52.3,5.4,25.4,16.9,9090736827,313473683.7,680,"Collembola","Entomobryomorpha","Isotomiella minor"
"134","Arthropoda","Collembola","Hymenaphorura dentifera",146.69,68877239,0.1,69388,82478,179141586,39.15,4951,1970,8104,22730,80.7,79.7,1,9,10.3,9515254619,0,682,"Collembola","Poduromorpha","Protaphorura janosik"
"135","Arthropoda","Collembola","Micranurida granulata",143.88,75165489,0.19,115786,31522,161897747,39.4,1761,973,25344,56475,44.8,43.1,1.7,34.4,20.8,9793933605,425823200.2,657,"Collembola","Poduromorpha","Neanuridae sp. DPCOL39498"
"136","Arthropoda","Collembola","Friesea truncata",146.43,84218653,0.29,44612,122928,101969318,32.15,4198,1586,4652,14972,73.7,70.5,3.2,14.5,11.8,10618055753,221209494.9,477,"Collembola","Poduromorpha","Friesea claviseta"
"137","Arthropoda","Collembola","Protaphorura glebata",147.34,64461074,0.34,107794,229419,356791065,37.43,6947,2796,12388,32779,83.4,81.5,1.9,8.5,8.1,9151721089,0,650,"Collembola","Poduromorpha","Protaphorura armata"
"138","Arthropoda","Collembola","Xenyllodes armatus",147.6,84984790,2.31,57311,42160,127484034,36.76,3519,1757,10196,22957,77.4,76.5,0.9,12.8,9.8,8263253277,0,661,"Collembola","Collembola-undef","Xenyllodes armatus"
"139","Arthropoda","Collembola","Entomobrya corticalis",145.48,76240593,0.2,130880,130759,345878259,33.75,5018,2085,16472,43517,83.5,82.7,0.8,9.8,6.7,10743369313,511589014.9,687,"Collembola","Entomobryomorpha","Entomobrya corticalis"
"140","Arthropoda","Collembola","Arrhopalites",148.04,66485060,0.21,224314,52339,364521251,34.81,2222,1165,45160,102115,47.5,47.1,0.4,29.4,23.1,9441338541,674381324.4,675,"Insecta","Lepidoptera","Argyresthia pygmaeella"
"141","Arthropoda","Collembola","Mesaphorura macrochaeta",147.71,76628051,1.57,96872,36617,180273372,43.98,2699,1415,19576,42629,73.9,71.5,2.4,14.1,12,8256073079,317541272.3,679,"Collembola","Poduromorpha","Onychiuridae sp. DPCOL37607"
"142","Arthropoda","Collembola","Entomobrya nivalis",146.76,93146949,0.07,121849,131270,330179780,34.37,5580,2060,13179,38175,71.4,68.8,2.6,17.1,11.5,13365318455,668265922.8,681,"Collembola","Entomobryomorpha","Entomobryidae sp. DPCOL68945"
"143","Arthropoda","Collembola","Desoria olivacea",146.58,66671133,0.04,105649,314855,191534045,37.38,2584,1230,15697,43092,63.8,61.6,2.2,20.9,15.3,9568609151,368023428.9,682,"Collembola","Entomobryomorpha","Desoria olivacea"
"144","Arthropoda","Collembola","Isotomurus palustris",147.6,69466089,0.49,27915,375185,148934766,38.93,14673,5590,2265,6406,90.2,89.5,0.7,3.1,6.7,9531077628,9531077628,681,"Collembola","Entomobryomorpha","Isotomurus palustris"
"145","Arthropoda","Collembola","Hydroisotoma schaefferi",144.66,73642038,0.14,12452,255033,148880474,36.75,33762,16394,1254,2831,92.6,92.2,0.4,2.3,5.1,10355602352,195388723.6,682,"Collembola","Entomobryomorpha","Homidia phjongjangica"
"146","Arthropoda","Collembola","Xenylla mediterranea",148.08,67729444,1.23,43449,61039,112386321,32.92,4593,2049,6108,15335,NA,NA,NA,NA,NA,6017600580,1002933430,681,"Collembola","Poduromorpha","Xenylla brevisimilis"
"147","Arthropoda","Collembola","Folsomia candida",129.42,5534794,0.47,76319,24052,63001481,39.57,816,630,26042,48150,3.4,3.4,0,15.6,81,601048357,300524178.5,682,"Collembola","Entomobryomorpha","Folsomia candida"
"148","Arthropoda","Collembola","Folsomia candida",126.97,6765181,0.29,94184,20479,80799012,38.87,861,653,31598,58704,4.7,4.7,0,12.2,83.1,751085415,375542707.5,506,"Collembola","Entomobryomorpha","Folsomia candida"
"149","Arthropoda","Collembola","Desoria trispinata",147.45,79994245,15.41,84952,224064,138956929,33.44,2275,1088,13575,36196,68.7,67.7,1,17.2,14.1,8654911387,8654911387,681,"Collembola","Entomobryomorpha","Desoria trispinata"
"150","Arthropoda","Collembola","Lepidocyrtus lignorum",147.87,64382741,1.64,167742,88764,264115406,37.08,2061,1081,31772,76626,63.7,60.8,2.9,22.5,13.8,8849024127,589934941.8,479,"Collembola","Entomobryomorpha","Heteromurus major"
"151","Arthropoda","Collembola","Neelides folsomi",147.81,64868551,NA,1969,780296,88077484,33.32,162062,77453,150,348,72.2,72.2,0,10.6,17.2,8820258566,91877693.4,687,"Collembola","Entomobryomorpha","Tomocerinae sp. BOLD:AAN6554"
"152","Arthropoda","Collembola","Isotoma",146.46,64040429,NA,100445,282396,229643284,32.58,4236,1590,10419,33435,55.7,55.7,0,19.5,24.8,8959735314,497763073,684,"Collembola","Entomobryomorpha","Isotoma viridis"
"153","Arthropoda","Collembola","Neelus murinus",145.99,65371950,NA,146475,36343,266644693,25.95,2648,1305,26578,62850,44,30.6,13.4,33.3,22.7,8721019043,513001120.2,686,"Insecta","Diptera","Antocha sp. BOLD:AAF8995"
"154","Arthropoda","Collembola","Sminthurinus sp.",146.95,61904502,NA,48208,108962,119788919,33.32,4679,1958,6577,16566,89.1,88,1.1,2.8,8.1,5966379964,2983189982,686,"Collembola","Symphypleona","Sminthurinus sp. BIOUG31159-D02"
"155","Arthropoda","Collembola","Allacma fusca",146.22,61378381,NA,48186,98889,128345364,36.88,4909,2051,6283,16525,70.9,70.7,0.2,6.3,22.8,6994440042,3497220021,692,"Collembola","Symphypleona","Seira delamarei"
"156","Arthropoda","Collembola","Allacma fusca",146.73,69319593,NA,43674,446368,280652606,37,23496,7627,2514,7847,74.3,74.3,0,11.8,13.9,9902103992,341451861.8,698,"Collembola","Entomobryomorpha","Entomobrya unifasciata"
"157","Arthropoda","Collembola","Sminthurinus sp.",146.47,63755891,NA,227484,171962,369815737,33.37,2230,1116,40638,100010,33.7,33.5,0.2,34,32.3,9061345896,697026607.4,686,"Collembola","Symphypleona","Sminthurinus sp. BIOUG31159-D02"
"158","Arthropoda","Diplopoda","Glomeris marginata",145.03,74104612,0.47,37784,140589,159414358,37.94,11551,4314,3473,9147,84,83.9,0.1,5.6,10.4,NA,NA,681,"Diplopoda","Glomerida","Glomeris marginata"
"159","Arthropoda","Diplopoda","Xestoiulus laeticollis",147.21,69117949,1.45,55970,146134,269541015,36.34,10421,4627,6704,16474,82.9,82.2,0.7,7.6,9.5,9627540594,0,609,"Diplopoda","Julida","Ophyiulus pilosus"
"160","Arthropoda","Diplopoda","Ommatoiulus sabulosus",145.91,80989632,0.43,79357,114607,374359733,37.01,8852,3999,11304,27040,79.3,78.7,0.6,10.9,9.8,NA,NA,682,"Diplopoda","Julida","Julus scandinavius"
"161","Arthropoda","Diplopoda","Cylindroiulus punctatus",146.55,72228136,0.37,49154,197196,229291123,39.44,11556,4469,4547,12602,68.7,68,0.7,10.9,20.4,10131293264,405251730.6,616,"Diplopoda","Julida","Cylindroiulus latestriatus"
"162","Arthropoda","Diplopoda","Polydesmus complanatus",144.84,73577913,1.5,22675,271648,176913806,32.6,30151,10432,1516,3999,92.2,91,1.2,2.5,5.3,NA,NA,680,"Diplopoda","Polydesmida","Brachydesmus superus"
"163","Arthropoda","Diplopoda","Julus scandinavius",146.65,70649827,0.65,64742,151016,279298455,37.24,9794,4190,7334,18279,82,81.4,0.6,7.5,10.5,NA,NA,634,"Diplopoda","Julida","Julus scandinavius"
"164","Arthropoda","Diplopoda","Polydesmus angustus",146.56,70173016,0.39,90063,189020,209945911,31.48,4122,1642,10581,31334,82.3,81.2,1.1,9.4,8.3,9855834750,0,663,"Diplopoda","Polydesmida","Polydesmus angustus"
"165","Arthropoda","Diplopoda","Proteroiulus fuscus",145.43,71962227,0.97,62110,90448,270160041,34.71,7491,3840,10175,22748,64.6,64.2,0.4,14,21.4,9875554720,0,682,"Diplopoda","Julida","Proteroiulus fuscus"
"166","Arthropoda","Diplopoda","Kryphioiulus occultus",144.42,72748115,0.55,30200,199451,246684850,37.66,18693,8115,3430,8448,81.9,81.5,0.4,8,10.1,NA,NA,680,"Diplopoda","Julida","Brachyiulus pusillus"
"167","Arthropoda","Diplopoda","Choneiulus palmatus",147.28,70342309,0.26,165599,25472,329516679,33.52,2530,1473,38236,81277,26.7,26.6,0.1,39.6,33.7,NA,NA,678,"Diplopoda","Julida","Choneiulus palmatus"
"168","Arthropoda","Diplopoda","Rossiulus vilnensis",145.97,77848738,0.25,27062,129385,234652535,37.43,18555,9069,3578,8057,83.1,82.8,0.3,5.8,11.1,NA,NA,681,"Diplopoda","Julida","Brachyiulus pusillus"
"169","Arthropoda","Diplopoda","Ophyiulus pilosus",146.01,72235725,0.39,64911,525970,230247290,37.54,7764,2916,5331,17823,71.6,71.2,0.4,13.7,14.7,NA,NA,681,"Diplopoda","Julida","Ophyiulus pilosus"
"170","Arthropoda","Diplopoda","Julus scanicus",147.3,74115056,0.54,48387,205375,275481723,36.73,12251,5524,5755,14160,86.6,86.3,0.3,4.2,9.2,NA,NA,680,"Diplopoda","Julida","Julus scandinavius"
"171","Arthropoda","Diplopoda","Melogona voigti",141.89,72310948,0.53,97824,66304,378404268,40.43,6128,3145,17754,39317,61.9,61.6,0.3,24.4,13.7,NA,NA,680,"Diplopoda","Chordeumatida","Melogona broelemanni"
"172","Arthropoda","Diplopoda","Glomeris hexasticha",142.64,68071925,1.96,69956,62991,220808849,38.49,4920,2386,11787,27993,76.9,76.6,0.3,11.5,11.6,NA,NA,680,"Diplopoda","Glomerida","Glomeris oblongoguttata"
"173","Arthropoda","Diplopoda","Glomeris hexasticha",126.94,27786042,8.73,45812,21617,42821307,45.49,932,645,12725,26765,3.5,3.5,0,12.3,84.2,2559289560,2559289560,680,"Diplopoda","Glomerida","Glomeris oblongoguttata"
"174","Arthropoda","Diplopoda","Megaphyllum projectum",129.36,39527799,0.93,124633,26186,120772880,40.48,990,694,36326,72955,5.7,5.7,0,17.1,77.2,4122556166,2061278083,682,"Diplopoda","Julida","Julus scandinavius"
"175","Arthropoda","Diplopoda","Polyxenus lagurus",135.87,37083796,1.67,50661,27476,53594824,43.62,1159,666,11190,26949,0.6,0.6,0,2.1,97.3,4059603713,2029801857,681,"Diplopoda","Polyxenida","Polyxenus lagurus"
"176","Arthropoda","Diplopoda","Polyzonium germanicum",138.33,40348029,0.93,46309,98439,145312663,40.72,5307,2585,7121,16982,80.4,80.1,0.3,9.4,10.2,4857091742,4857091742,681,"Chromadorea","Rhabditida","Caenorhabditis brenneri"
"177","Arthropoda","Diplopoda","Cylindroiulus caeruleocinctus",117.21,34693219,0.68,22234,19910,17398169,42.92,686,567,6993,14029,1.2,1.2,0,6.4,92.4,NA,NA,682,"Diplopoda","Julida","Cylindroiulus caeruleocinctus"
"178","Arthropoda","Diplopoda","Leptoiulus proximus",119.77,33761352,0.94,166149,20635,191768128,37.43,1280,860,47350,93268,19.6,19.5,0.1,30.4,50,NA,NA,606,"Diplopoda","Julida","Ophyiulus pilosus"
"179","Arthropoda","Diplopoda","Strongylosoma stigmatosum",115.78,18830582,0.85,95222,27001,137468815,30.62,1713,1082,24923,50237,35.7,35.6,0.1,35.9,28.4,NA,NA,602,"Diplopoda","Polydesmida","Paradoxosomatidae sp. KMP-2008"
"180","Arthropoda","Diplopoda","Unciger foetidus",121.77,28663535,1.21,30504,20627,24240184,41.66,714,575,9589,19147,0.6,0.6,0,3.7,95.7,NA,NA,679,"Diplopoda","Julida","Unciger foetidus"
"181","Arthropoda","Diplopoda","Cylindroiulus caeruleocinctus",131.34,77787188,0.64,5486,13148,6051014,38.38,1195,765,1411,3003,0.2,0.2,0,0.4,99.4,NA,NA,378,"Diplopoda","Julida","Cylindroiulus caeruleocinctus"
"182","Arthropoda","Diplopoda","Leptoiulus proximus",140.08,76443569,1.48,227034,26047,254548461,37.57,1219,784,58162,123914,9.5,9.3,0.2,31.9,58.6,NA,NA,684,"Clitellata","Enchytraeida","Enchytraeus albidus"
"183","Arthropoda","Diplopoda","Strongylosoma stigmatosum",132.91,76206230,0.32,14713,15267,11163455,31.05,712,581,5136,9512,0.1,0.1,0,0,99.9,8818643884,4409321942,680,"Diplopoda","Polydesmida","Antichiropus georginae"
"184","Arthropoda","Diplopoda","Nemasoma varicorne",144.15,68670976,0.91,295252,25089,441684841,35.85,1880,1099,70848,148062,37.2,34.6,2.6,35.1,27.7,9415688224,0,683,"Diplopoda","Julida","Nemasoma varicorne"
"185","Arthropoda","Diplopoda","Megaphyllum sjaelandicum",146.14,92983931,0.14,72612,125190,364817766,37.06,9466,4390,10432,24533,81,80.8,0.2,8.9,10.1,13094173112,569311874.4,681,"Diplopoda","Chordeumatida","Chordeuma sylvestre"
"186","Arthropoda","Diplopoda","Rossiulus vilnensis",146.55,69720441,0.3,191883,26185,281437799,36.11,1897,1048,43324,93573,41.4,41.1,0.3,32.5,26.1,9599486345,3199828782,680,"Diplopoda","Julida","Brachyiulus pusillus"
"187","Arthropoda","Diplopoda","Tachypodoiulus niger",146.31,80025042,0.28,242642,29294,347551316,36.51,1731,1063,61755,125996,40.8,40.3,0.5,32.3,26.9,11111271469,3703757156,680,"Diplopoda","Julida","Brachyiulus pusillus"
"188","Arthropoda","Diplopoda","Chordeuma sylvestre",144.03,68175552,0.14,61872,167532,347932751,40.97,13372,5704,6710,16677,79.9,79.1,0.8,8.1,12,9455557754,0,678,"Diplopoda","Chordeumatida","Chordeuma sylvestre"
"189","Arthropoda","Diplopoda","Mycogona germanica",143.96,75888968,0.08,65187,132267,350109252,40.96,12721,5506,7217,17720,77.9,77.2,0.7,9.2,12.9,10546015249,0,461,"Diplopoda","Chordeumatida","Listrocheiritium noricum"
"190","Arthropoda","Diplura","Campodea plusiochaeta",147.16,69453817,5.7,231684,85230,573924897,30.86,3600,1830,42605,98835,27.9,26.9,1,41.2,30.9,NA,NA,685,"Arthropoda-undef","Diplura","Campodeidae sp. BOLD:ACP3162"
"191","Arthropoda","Diplura","Campodea plusiochaeta",147.25,65170113,0.05,250076,53219,602100884,30.86,3408,1787,49486,110685,25.1,24.4,0.7,40.1,34.8,NA,NA,681,"Arthropoda-undef","Diplura","Campodeidae sp. BOLD:ACP3162"
"192","Arthropoda","Diplura","Campodea LP VI",146.62,85261961,0.1,408955,35462,787189786,33.51,2501,1452,94458,197996,9,8.7,0.3,23.8,67.2,11939002829,2387800566,681,"Insecta","Diptera","Anopheles stephensi"
"193","Annelida","Enchytraeidae","Enchytraeus bigeminus",106.24,1247097,3.76,1549,2957,1129877,35.52,698,576,573,1021,NA,NA,NA,NA,NA,62614667,62614667,607,"Clitellata","Enchytraeida","Enchytraeus sp. Driefontein B"
"194","Annelida","Enchytraeidae","Enchytraeus bigeminus",125.35,2194333,2.23,2437,8860,2153839,35.56,878,607,687,1446,0,0,0,0,100,129072378,129072378,338,"Clitellata","Enchytraeida","uncultured eukaryote"
"195","Annelida","Enchytraeidae","Enchytraeus bigeminus",125.96,1367572,3.12,1560,8241,1419500,34.95,919,625,444,917,0,0,0,0,100,79552401,79552401,570,"Clitellata","Enchytraeida","Enchytraeus albellus"
"196","Annelida","Enchytraeidae","Enchytraeus albidus",122.67,1843570,2.9,2175,8401,2093396,38.94,1000,645,569,1235,0.1,0.1,0,0,99.9,120209713,120209713,684,"Clitellata","Enchytraeida","Enchytraeus albidus"
"197","Annelida","Enchytraeidae","Enchytraeus albidus",125.47,2259261,2.03,3362,15162,3750674,38.07,1239,786,881,1852,0,0,0,0,100,202936518,202936518,684,"Clitellata","Enchytraeida","Enchytraeus albidus"
"198","Annelida","Enchytraeidae","Enchytraeus crypticus",120.64,1777480,7.12,3534,7533,2913257,38.17,812,603,1141,2195,0,0,0,0,100,116960959,116960959,673,"Clitellata","Enchytraeida","Enchytraeus moebii"
