"","phylum","countgroup","taxon","reads_avg_seq","reads_total_n","perc_reads_human","n_contigs","largest_contig","total_length","GC_perc","N50","N75","L50","L75","busco_perc_C","busco_perc_S","busco_perc_D","busco_perc_F","busco_perc_M","mapped_bases","genome_size_est","co1_length","co1_Class","co1_Order","co1_Species"
"297","Nematoda","Nematoda","Oscheius dolichura",129.54,9486236,1.63,38592,23453,37833665,46.86,1028,718,11643,22715,15.4,15,0.4,7.1,77.5,344913504,172456752,665,"Aves","Galliformes","Gallus gallus"
"298","Nematoda","Nematoda","Panagrellus redivivus (Linnaeus, 1767)",146.61,102870339,0.43,28463,172374,67884566,44.92,4881,1706,2736,8758,60.5,57.6,2.9,4,35.5,9685241830,9685241830,689,"Chromadorea","Rhabditida","Nematoda sp. RS-2017"
"299","Nematoda","Nematoda","Discolaimus",147.9,88965886,56.33,16834,79798,79174255,42.17,10631,4722,2019,4818,64,59.1,4.9,2.6,33.4,4677041117,4677041117,602,"Enoplea","Dorylaimida","Ecumenicus monohystera"
"300","Nematoda","Nematoda","Plectus velox Bastian, 1865",148.62,70795854,0.26,9985,14521,7402068,47.28,711,577,3604,6522,1,1,0,0.8,98.2,404806838,202403419,660,"Chromadorea","Plectida","Plectus murrayi"
"301","Nematoda","Nematoda","Eudorylaimus altherri Tjepkema & al., 1971",148.69,95015433,0.3,2473,13675,2400426,37.21,1025,678,698,1424,0.2,0.2,0,0,99.8,231542623,115771311.5,610,"Magnoliopsida","Rosales","Broussonetia papyrifera"
"302","Nematoda","Nematoda","Pungentus monohystera Thorne & Swanger, 1939",148.32,75204295,1.98,18472,17004,16819918,44.04,891,633,5233,10920,1,1,0,0.4,98.6,741573391,370786695.5,483,"Eukaryota-undef","Eukaryota-undef","uncultured eukaryote"
"303","Nematoda","Nematoda","Prismatolaimus dolichurus de Man, 1880",147.69,86769852,0.97,29853,49887,143829971,46.13,7894,4298,5536,11662,48.8,46.9,1.9,3.3,47.9,1966687831,196668783.1,679,"Actinopteri","Cyprinodontiformes","Nothobranchius furzeri"
"304","Arthropoda","Oribatida","Hypochthonius rufulus",123.83,1316793,38.98,6542,6140,4812835,28.88,698,577,2383,4292,0.1,0.1,0,0,99.9,104893888,52446944,658,"Arachnida","Sarcoptiformes","Hypochthonius rufulus"
"305","Arthropoda","Oribatida","Acrotritia duplicata",125.49,2828416,2.16,9128,23857,7432018,34.45,751,588,2851,5681,0.3,0.3,0,0.2,99.5,256492685,128246342.5,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"306","Arthropoda","Oribatida","Acrotritia duplicata",106.17,340318,3.69,339,5149,297728,36.72,886,650,109,208,0,0,0,0,100,23189865,23189865,NA,NA,NA,NA
"307","Arthropoda","Oribatida","Acrotritia duplicata",108.8,4738725,4.94,6130,13455,4859262,37.44,741,583,1994,3870,0.2,0.2,0,0.3,99.5,402670457,201335228.5,662,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"308","Arthropoda","Oribatida","Phthiracarus laevigatus",147.19,69711884,1.12,67240,154792,230763256,29.6,8047,3016,6777,18511,87.6,86.6,1,3.3,9.1,NA,NA,664,"Pilidiophora","Heteronemertea","Carinoma sp. BOLD:ACM5178"
"309","Arthropoda","Oribatida","Acrotritia duplicata",137.94,9692709,1.91,50336,21744,48994344,35.87,1005,700,14682,29403,25.4,24.8,0.6,11.7,62.9,1011549609,505774804.5,662,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"310","Arthropoda","Oribatida","Acrotritia duplicata",131.61,10923455,2.61,50071,20577,47695575,35.08,976,688,14903,29548,24,23.7,0.3,12.4,63.6,1186029529,593014764.5,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"311","Arthropoda","Oribatida","Acrotritia duplicata",128.38,7598491,1.89,19426,19390,17087895,38.7,841,611,5561,11634,6.8,6.6,0.2,5.6,87.6,799157084,399578542,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"312","Arthropoda","Oribatida","Acrotritia duplicata",132.43,15014672,1.62,85773,29674,91292971,32.96,1148,766,24021,48504,36.7,36.2,0.5,13.2,50.1,1767032612,883516306,662,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"313","Arthropoda","Oribatida","Acrotritia duplicata",129.34,14260326,1.87,74001,20991,73459831,32.77,1039,719,21734,43096,26.6,26.3,0.3,13.2,60.2,1586384811,793192405.5,483,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"314","Arthropoda","Oribatida","Liebstadia similis",121.54,32157319,NA,20690,72864,90126144,35.21,7748,3784,3276,7419,90.1,88.5,1.6,2.7,7.2,2689620050,2689620050,565,"Arachnida","Sarcoptiformes","Scheloribates pallidulus"
"315","Arthropoda","Oribatida","Minunthozetes semirufus",130.61,29209786,NA,15871,103626,85109683,32.03,13618,6098,1770,4061,90.8,89.3,1.5,1.4,7.8,3258711653,3258711653,672,"Arachnida","Sarcoptiformes","Tegoribates sp. BOLD:AAE1477"
"316","Arthropoda","Oribatida","Nothrus palustris",137.09,33464006,NA,78074,32244,156105908,28.8,2753,1486,16149,35516,85.9,84.6,1.3,4.7,9.4,2745003498,2745003498,665,"Arachnida","Sarcoptiformes","Nothrus sp. BOLD:AAF9127"
"317","Arthropoda","Oribatida","Dissorhina ornata",136.4,26255575,NA,45189,63625,122524533,27.2,4600,2182,7138,16861,88.8,87.2,1.6,2.9,8.3,3054883673,305488367.3,681,"Arachnida","Sarcoptiformes","Oppiidae sp. BOLD:AAM7257"
"318","Arthropoda","Oribatida","Oribatella quadricornuta",137.26,31646182,6.43,56159,106288,120134531,33.04,3436,1564,8503,21629,86.8,85.9,0.9,3.8,9.4,3424335170,3424335170,671,"Arachnida","Sarcoptiformes","Propelops sp. BOLD:AAB0332"
"319","Arthropoda","Oribatida","Eupelops occultus",141.06,41062745,2.2,46886,57682,105149395,31.5,4045,1715,6353,16450,88.9,87.6,1.3,3.3,7.8,3182948145,3182948145,661,"Arachnida","Sarcoptiformes","Eupelops occultus"
"320","Arthropoda","Oribatida","Quadroppia maritalis",136.74,25090206,5.92,10453,197961,73591724,32.14,19133,7334,983,2525,90.6,88.9,1.7,1.1,8.3,2544382726,1272191363,683,"Arachnida","Sarcoptiformes","Peloptulus phaenotus"
"321","Arthropoda","Oribatida","Liebstadia similis",127.31,26590161,18.94,23662,79082,81867180,35.55,5828,2874,4030,9028,91.4,90.1,1.3,1.5,7.1,1619386854,179931872.7,658,"Arachnida","Sarcoptiformes","Eueremaeus sp. BOLD:AAY3113"
"322","Arthropoda","Oribatida","Tectocepheus sarekensis",117.2,13960831,3.6,52883,13231,54120335,33.4,1104,757,15941,30816,44.5,43.9,0.6,15.7,39.8,930999078,465499539,668,"Arachnida","Sarcoptiformes","Tectocepheus sp. BOLD:ABW9787"
"323","Arthropoda","Oribatida","Pantelozetes paolii",127.74,22425824,2.43,13773,282901,86254419,30.46,18229,6429,1162,3139,91.5,90,1.5,0.9,7.6,2626467398,125069876.1,682,"Arachnida","Sarcoptiformes","Peloribates sp. BOLD:ABX5392"
"324","Arthropoda","Oribatida","Achipteria nitens",131.53,35149359,5.04,36629,43937,100618427,29.31,4123,2131,6811,15289,92.4,91,1.4,1.8,5.8,2800610777,2800610777,680,"Arachnida","Sarcoptiformes","Achipteria coleoptrata"
"325","Arthropoda","Oribatida","Carabodes femoralis",131.36,34733695,5.05,68070,57219,102286621,29.76,1868,1072,15204,33518,84.4,83.4,1,4.6,11,NA,NA,690,"Arachnida","Ixodida","Rhipicephalus microplus"
"326","Arthropoda","Oribatida","Conchogneta dalecarlica",128.51,28035936,17.08,52287,20264,56471865,33.03,1182,781,14694,29444,50,49,1,13.7,36.3,909789917,909789917,682,"Arachnida","Sarcoptiformes","Lucoppia burrowsi"
"327","Arthropoda","Oribatida","Hermanniella dolosa",134.09,36283426,5.07,44628,17148,44323014,34.35,1048,706,12754,25712,33.3,33,0.3,12.6,54.1,1160140567,1160140567,681,"Arachnida","Sarcoptiformes","Propelops sp. BOLD:ACF1776"
"328","Arthropoda","Oribatida","Acrogalumna longipluma",126.46,39490076,16.35,23221,18749,23012379,33.1,1021,679,6212,13215,8,7.9,0.1,6.1,85.9,NA,NA,684,"Clitellata","Enchytraeida","Enchytraeus albidus"
"329","Arthropoda","Oribatida","Ceratozetes gracilis",129.95,34185795,5.48,37549,121104,121464769,32.48,5431,2493,5667,14040,91.6,90.1,1.5,1.7,6.7,NA,NA,684,"Clitellata","Enchytraeida","Enchytraeus albidus"
"330","Arthropoda","Oribatida","Fuscozetes fuscipes",136.6,39270308,2.39,27734,437264,110055134,32.78,8576,3633,3315,8235,93,90.3,2.7,1.4,5.6,NA,NA,661,"Arachnida","Sarcoptiformes","Phenopelopidae sp. BOLD:ADV2302"
"331","Arthropoda","Oribatida","Eniochthonius minutissimus",132.79,21785746,40.4,4772,8412,3400999,49.06,682,574,1813,3179,0.1,0.1,0,0.1,99.8,NA,NA,603,"Chromadorea","Rhabditida","Phasmarhabditis sp. VP-2016a"
"332","Arthropoda","Oribatida","Euzetes globulus",136.75,18615529,7.59,58128,59910,77644832,34.12,1576,943,13712,29795,70.1,69.1,1,8.6,21.3,NA,NA,685,"Arachnida","Sarcoptiformes","Euzetes globulus"
"333","Arthropoda","Oribatida","Galumna lanceata",134.74,31849897,8.62,47853,51023,126220950,28.2,4321,2029,7731,18454,91.8,90.8,1,2.1,6.1,NA,NA,672,"Arachnida","Sarcoptiformes","Pergalumna sp. BOLD:AAX1496"
"334","Arthropoda","Oribatida","Gustavia microcephala",129.83,35715808,4.1,73414,26614,113810809,29.33,1913,1145,17473,36843,78.1,76.9,1.2,6.1,15.8,NA,NA,661,"Arachnida","Sarcoptiformes","Gustavia microcephala"
"335","Arthropoda","Oribatida","Malaconothrus monodactylus",127.03,15000832,16.75,1897,5650,1286024,49.82,635,556,741,1287,0,0,0,0,100,NA,NA,448,"Arachnida","Sarcoptiformes","Chamobates sp. BMOC 17-0901-033"
"336","Arthropoda","Oribatida","Scheloribates laevigatus",126.41,27514632,1.4,23284,123414,98594451,39.68,9695,3610,2528,6756,88.9,86.9,2,1.4,9.7,NA,NA,683,"Arachnida","Sarcoptiformes","Scheloribates sp. BIOUG08057-C12"
"337","Arthropoda","Oribatida","Achipteria coleoptrata",129.89,31013551,3.21,44640,53908,127124770,29.17,4823,2214,6818,16626,91,89.3,1.7,1.8,7.2,NA,NA,681,"Arachnida","Sarcoptiformes","Achipteria coleoptrata"
"338","Arthropoda","Oribatida","Platinothrus peltifer",126.84,31030019,2.14,86063,25068,96419321,31.87,1250,782,22144,46755,20.4,19.9,0.5,12.5,67.1,NA,NA,657,"Arachnida","Sarcoptiformes","Platynothrus peltifer"
"339","Arthropoda","Oribatida","Nanhermannia comitalis",125.25,32530728,1.46,80501,46679,182477276,28.45,3314,1723,15648,34749,82.1,80.3,1.8,6.7,11.2,NA,NA,659,"Arachnida","Sarcoptiformes","Crotoniidae sp. BOLD:ACG4949"
"340","Arthropoda","Oribatida","Conchogneta dalecarlica",108.5,26937328,10,49758,48340,92434430,30.07,2550,1342,9787,22424,89.7,88.3,1.4,3,7.3,NA,NA,682,"Arachnida","Sarcoptiformes","Lucoppia burrowsi"
"341","Arthropoda","Oribatida","Liebstadia similis",112.13,46757396,7.84,25818,14882,21893836,39.28,824,623,8242,15960,21.6,21.3,0.3,11.9,66.5,NA,NA,678,"Arachnida","Sarcoptiformes","Eupelops sp. BOLD:ACG5157"
"342","Arthropoda","Oribatida","Tectocepheus sarekensis",117.25,6712692,43.16,357,3286,262414,53.05,684,560,125,233,0,0,0,0,100,NA,NA,299,"Insecta","Hemiptera","Brachycaudus helichrysi"
"343","Arthropoda","Oribatida","Carabodes femoralis",115.34,43554338,6.92,65420,31778,69256325,31.76,1137,740,17517,36561,56,55.2,0.8,11.8,32.2,NA,NA,690,"Arachnida","Ixodida","Rhipicephalus microplus"
"344","Arthropoda","Oribatida","Ceratozetes gracilis",109.5,55050490,5.54,56879,46805,92657962,33.44,2087,1151,11848,27007,84.5,83.3,1.2,4.8,10.7,NA,NA,672,"Arachnida","Sarcoptiformes","Phenopelopidae sp. BOLD:ACE1301"
"345","Arthropoda","Oribatida","Eniochthonius minutissimus",117.61,35246681,39.8,901,12846,662118,50.97,686,571,323,590,0,0,0,0,100,NA,NA,298,"Malasseziomycetes","Malasseziales","Cerebratulus environmental sample"
"346","Arthropoda","Oribatida","Euzetes globulus",119.2,69002850,16.63,30866,98675,128642992,32.08,8019,3270,3959,10298,92.1,90.7,1.4,1.3,6.6,6433549361,268064556.7,682,"Arachnida","Sarcoptiformes","Euzetes globulus"
"347","Arthropoda","Oribatida","Galumna lanceata",129.21,70279760,4.74,62755,70115,165258384,27.56,4763,2008,8443,22034,91.2,89.8,1.4,2.1,6.7,8168176121,453787562.3,672,"Arachnida","Sarcoptiformes","Pergalumna sp. BOLD:AAX1496"
"348","Arthropoda","Oribatida","Malaconothrus monodactylus",114.94,47656138,3.87,55821,79260,126174002,28.57,4501,1592,6472,18585,89.5,88.4,1.1,3.2,7.3,4832660802,2416330401,663,"Arachnida","Sarcoptiformes","Neoliodidae sp. BOLD:AAN6649"
"349","Arthropoda","Oribatida","Minunthozetes semirufus",113.56,9021334,28.87,27152,16290,23278273,37.13,854,635,8799,16769,36.6,36.1,0.5,11.8,51.6,400004484,200002242,681,"Arachnida","Sarcoptiformes","Oppiidae sp. BOLD:AAM7257"
"350","Arthropoda","Oribatida","Dissorhina ornata",129.51,59983657,13.17,54867,92040,131031899,26.59,3970,1842,8165,20434,86.2,84.9,1.3,4.1,9.7,5754289295,5754289295,681,"Arachnida","Sarcoptiformes","Oppiidae sp. BOLD:AAM7257"
"351","Arthropoda","Oribatida","Eupelops occultus",125.87,71501097,2.64,57222,67028,104571370,30.95,2803,1262,9014,23156,87.5,86.8,0.7,3.5,9,6788887159,6788887159,680,"Arachnida","Sarcoptiformes","Eupelops sp. BOLD:AAL8123"
"352","Arthropoda","Oribatida","Quadroppia maritalis",127.71,50981953,10.87,14205,197967,78017758,32.06,15393,5706,1221,3313,90.3,88.7,1.6,1.3,8.4,4968084473,4968084473,683,"Arachnida","Sarcoptiformes","Peloptulus phaenotus"
"353","Arthropoda","Oribatida","Chamobates voigtsi",147.18,88448549,23.25,52459,22206,94480331,31.39,2443,1366,11674,24610,76.6,75.8,0.8,8.5,14.9,NA,NA,NA,NA,NA,NA
"354","Arthropoda","Oribatida","Edwardzetes edwardsi",147.47,83751447,0.72,39887,95279,103529549,34.29,6000,2139,4074,11374,87.4,86.6,0.8,3.6,9,7774790280,3887395140,681,"Arachnida","Sarcoptiformes","Oribatellidae sp. BOLD:ADG3275"
"355","Arthropoda","Oribatida","Eueremaeus cf. valkanovi",146.92,67216955,0.69,32874,126737,154256886,32.5,10257,3928,3717,9894,88,87.2,0.8,3.4,8.6,8644071033,227475553.5,678,"Arachnida","Sarcoptiformes","Eueremaeus sp. BOLD:AAB5674"
"356","Arthropoda","Oribatida","Eupelops torulosus",147.38,72044770,0.71,63164,40373,116779259,31.17,2906,1298,10061,25311,83.8,83,0.8,5.6,10.6,7017900322,1754475081,680,"Arachnida","Sarcoptiformes","Dentizetes sp. BOLD:ADD2057"
"357","Arthropoda","Oribatida","Hermanniella punctulata var. septentrionalis",147.19,72668143,0.63,178507,28380,258339288,27.81,1844,998,37712,85982,84.8,83.8,1,5.4,9.8,8716774093,0,690,"Arachnida","Sarcoptiformes","Propelops sp. BOLD:ACE1214"
"358","Arthropoda","Oribatida","Liacarus coracinus",146.59,64329083,0.94,146466,24037,205990164,27.63,1765,995,33590,72813,75.1,74.5,0.6,11.1,13.8,7534637950,0,675,"Arachnida","Sarcoptiformes","Oppia nitens"
"359","Arthropoda","Oribatida","Liacarus xylariae",145.95,68468420,0.45,56773,60111,218893360,29.53,6273,3145,9806,22075,84.7,83.9,0.8,4.2,11.1,9054892258,452744612.9,672,"Arachnida","Sarcoptiformes","Suctobelbella sp. BOLD:AAU6075"
"360","Arthropoda","Oribatida","Microtritia minima",147.24,70611965,0.64,32712,97424,107053253,30.31,7150,3060,3995,9686,80.3,79.5,0.8,6.9,12.8,8480395351,2120098838,664,"Arachnida","Araneae","Gnaphosa brumalis"
"361","Arthropoda","Oribatida","Microzetes septentrionalis",147.76,66775609,3.93,30385,32653,75602633,33.86,3998,2027,5425,12064,80.3,79.8,0.5,7.7,12,4172641592,139088053.1,661,"Arachnida","Sarcoptiformes","Cymbaeremaeus styriacus"
"362","Arthropoda","Oribatida","Nanhermannia elegantula",147.82,68237931,0.42,56917,113456,183227768,29.68,6622,2913,7403,17777,88.8,87.9,0.9,3.7,7.5,6981603510,3490801755,665,"Arachnida","Sarcoptiformes","Sarcoptiformes sp. BIOUG21867-G11"
"363","Arthropoda","Oribatida","Porobelba spinosa",146.2,65162509,1.61,72063,61279,147378629,29.46,3043,1493,12341,29835,87.8,87.2,0.6,3.5,8.7,7818260979,0,661,"Arachnida","Sarcoptiformes","Jugatala sp. BOLD:ACF9693"
"364","Arthropoda","Oribatida","Punctoribates punctum",147.4,82097197,48.9,63985,31307,91130751,35.07,1797,1027,15078,31898,63,62.4,0.6,17.6,19.4,3244785791,0,651,"Arachnida","Sarcoptiformes","Pilogalumna sp. BOLD:ADI4824"
"365","Arthropoda","Oribatida","Scheloribates initialis",147.51,69448093,1.82,67819,22509,103010667,37.98,2043,1058,13838,31499,78.8,78,0.8,9.2,12,6628841128,0,657,"Arachnida","Sarcoptiformes","Hydrozetes sp. BOLD:AAM9135"
"366","Arthropoda","Oribatida","Phthiracarus crinitus",147.65,66451404,0.39,59784,125146,243017619,27.4,7223,3297,8604,21148,87.2,86.4,0.8,3.5,9.3,8904072006,494670667,606,"Arachnida","Sarcoptiformes","Nehypochthonius porosus"
"367","Arthropoda","Oribatida","Hafenrefferia gilvipes",146.4,69857412,1.49,68324,21937,77953954,30.63,1277,819,17692,36866,40.4,40,0.4,27.1,32.5,7313708751,1828427188,683,"Arachnida","Sarcoptiformes","Chamobates sp. BOLD:ADI4824"
"368","Arthropoda","Oribatida","Zygoribatula exilis",134.84,8483066,1.09,39498,29350,87516486,37.31,3200,1706,7935,17326,86.8,85.4,1.4,4.3,8.9,1052406466,175401077.7,665,"Aves","Galliformes","Gallus gallus"
"369","Arthropoda","Oribatida","Zygoribatula exilis",122.71,3525730,0.75,36428,11401,27844578,40.03,750,603,13278,23690,26.5,26.1,0.4,14.5,59,351392612,175696306,657,"Arachnida","Sarcoptiformes","Oribatulidae sp. BOLD:ACF1449"
"370","Arthropoda","Oribatida","Acrotritia duplicata",126.83,1807809,1.34,4347,19984,4208522,36.84,954,656,1138,2486,0,0,0,0.1,99.9,157973293,157973293,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"371","Arthropoda","Oribatida","Zygoribatula exilis",124.74,1856915,0.55,14371,16137,10238510,41.29,677,571,5431,9566,7.9,7.8,0.1,7.3,84.8,144827347,72413673.5,657,"Arachnida","Sarcoptiformes","Oribatula tibialis"
"372","Arthropoda","Oribatida","Hypochthonius rufulus",113.83,3418408,1.08,17824,10600,13049722,32.45,694,575,6521,11715,8.1,7.9,0.2,7.4,84.5,285012238,142506119,658,"Arachnida","Sarcoptiformes","Hypochthonius rufulus"
"373","Arthropoda","Oribatida","Acrotritia duplicata",127.56,5332269,1.73,16975,26630,15261976,35.05,879,634,4950,10138,3,2.9,0.1,2.7,94.3,528653406,264326703,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"374","Arthropoda","Oribatida","Oppiella nova",132.82,583564,5.87,1392,11107,946433,40.49,629,546,534,939,0.7,0.7,0,0.9,98.4,28145280,28145280,653,"Arachnida","Sarcoptiformes","Oppiella nova"
"375","Arthropoda","Oribatida","Oppiella nova",125.15,988434,6.01,4305,4352,2853350,45.08,631,553,1734,2945,5.7,5.6,0.1,6.3,88,60994874,30497437,605,"Arachnida","Sarcoptiformes","uncultured eukaryote"
"376","Arthropoda","Oribatida","Zygoribatula exilis",125.77,4726625,1.73,42958,19891,41401336,41.19,1011,710,13176,25490,49.6,49,0.6,13.7,36.7,489970729,244985364.5,661,"Arachnida","Sarcoptiformes","Oribatula tibialis"
"377","Arthropoda","Oribatida","Achipteria coleoptrata",147.28,81526797,45.41,64935,84892,129762499,29.56,3107,1414,10050,25792,89.4,88,1.4,3.1,7.5,5051243139,5051243139,604,"Arachnida","Sarcoptiformes","Campachipteria brevisetosa"
"378","Arthropoda","Oribatida","Heminothrus tragionii",148.08,62884194,10.95,62807,112553,176593156,29.56,5903,2357,7193,19115,89,87.7,1.3,3.3,7.7,7395220889,7395220889,662,"Arachnida","Sarcoptiformes","Neonothrus sp. BOLD:AAE1747"
"379","Arthropoda","Oribatida","Nanhermannia nana",148.23,78027043,6.34,94955,88270,175696920,32.8,3205,1264,12496,34628,89.8,87.7,2.1,2.3,7.9,4840407582,2420203791,664,"Arachnida","Sarcoptiformes","Nanhermanniidae sp. BIOUG14078-E06"
"380","Arthropoda","Oribatida","Pergalumna nervosa",146.97,59005376,1.53,72659,105167,186280929,27.99,4429,1952,9859,25959,90.5,88.9,1.6,2.1,7.4,8254836752,0,684,"Arachnida","Sarcoptiformes","Galumnidae sp. BOLD:AAF9138"
"381","Arthropoda","Oribatida","Tectocepheus minor",148.03,85588876,56.95,11537,15362,8162874,38.54,659,561,4291,7669,0.9,0.9,0,1,98.1,785761422,196440355.5,661,"Arachnida","Sarcoptiformes","Eueremaeus sp. BOLD:AAY3113"
"382","Arthropoda","Oribatida","Allosuctobelba grandis",147.04,64485169,NA,48479,20454,39865843,35.63,794,609,15788,30279,6.1,6.1,0,6.4,87.5,1877129299,469282324.8,689,"Clitellata","Enchytraeida","Fridericia ratzeli"
"383","Arthropoda","Oribatida","Carabodes coriaceus",146.04,65483178,NA,102269,30644,139514524,28.82,1683,940,22443,50540,85.5,84.3,1.2,4.5,10,6384996681,0,690,"Arachnida","Ixodida","Rhipicephalus microplus"
"384","Arthropoda","Oribatida","Hermannia gibba",145.54,49057666,NA,86668,26136,129308837,31.07,1895,1072,19054,42012,42.8,42.8,0,9.9,47.3,5491810226,5491810226,682,"Arachnida","Sarcoptiformes","Eremaeidae sp. BOLD:ADD3715"
"385","Arthropoda","Oribatida","Licneremaeus licnophorus",146.98,68562796,NA,53128,95820,128305438,31.05,4095,1870,7828,19592,68.5,68.4,0.1,7,24.5,7091865739,3545932870,671,"Arachnida","Sarcoptiformes","Berniniella hauseri"
"386","Arthropoda","Oribatida","Mesoplophora pulchra",146.05,67154145,NA,57662,92838,138242702,23.67,3888,1853,8847,21833,67.6,67.6,0,8.2,24.2,8132794179,0,688,"Insecta","Orthoptera","Trigonidium nitidum"
"387","Arthropoda","Oribatida","Metabelba cf. pulverosa",147.21,87416670,NA,67797,171857,179604645,33.11,5472,2141,7318,20600,88,86.4,1.6,2.5,9.5,8298177712,4149088856,669,"Clitellata","Enchytraeida","Buchholzia appendiculata"
"388","Arthropoda","Oribatida","Nothrus cf. silvestris",146.47,65192812,NA,71365,66631,160070366,29.29,3207,1666,13789,31174,87.2,86.1,1.1,3.6,9.2,6381679328,3190839664,684,"Arachnida","Sarcoptiformes","Nothrus sp. BOLD:AAF9127"
"389","Arthropoda","Pauropoda","Allopauropus danicus",146.38,81462355,1.2,153055,19697,170244473,40.56,1229,792,41548,85064,38.6,38.6,0,39.5,21.9,7160472219,596706018.3,391,"Insecta","Lepidoptera","Neogene dynaeus"
"390","Arthropoda","Symphyla","Scolopendrellopsis subnuda",145.83,101000764,0.32,163551,50833,334373857,37.91,2727,1471,34926,76816,43.4,42.9,0.5,33.3,23.3,12899697239,678931433.6,683,"Collembola","Entomobryomorpha","Isotomidae sp. DPCOL28796"
"391","Arthropoda","Symphyla","Symphylella vulgaris",146.26,65710609,0.09,230343,35382,491939805,34.87,2778,1512,50650,110867,54.6,54.2,0.4,28.2,17.2,8930495383,1116311923,668,"Amphibia","Caudata","Ommatotriton nesterovi"
"392","Arthropoda","Tardigrada","Paramacrobiotus richtersi (Murray, 1911)",146.48,87342988,0.45,197710,29404,268004252,42.79,1663,984,49004,101511,42.5,38.2,4.3,26.9,30.6,NA,NA,NA,NA,NA,NA
"393","Arthropoda","Tardigrada","Paramacrobiotus richtersi (Murray, 1911)",146.77,78819085,0.63,205427,22308,242656155,43.38,1361,837,53383,110763,41.9,40,1.9,27.3,30.8,7798213744,1299702291,NA,NA,NA,NA
"394","Arthropoda","Tardigrada","Paramacrobiotus richtersi (Murray, 1911)",146.04,85632034,0.3,135572,112446,344537663,43.12,5411,1990,15411,41866,59.9,38.9,21,15.8,24.3,NA,NA,NA,NA,NA,NA
"395","Arthropoda","Tardigrada","Paramacrobiotus richtersi (Murray, 1911)",146.22,78326641,2.3,176448,34950,306617766,42.54,2436,1268,35615,79416,44.8,36.9,7.9,25.1,30.1,NA,NA,NA,NA,NA,NA
"396","Arthropoda","Tardigrada","Paramacrobiotus richtersi (Murray, 1911)",146.12,81780470,0.24,126815,158094,328674564,42.76,5100,2062,16075,41636,58.3,41,17.3,15.3,26.4,NA,NA,NA,NA,NA,NA
